county,countyfips,year,age,population,migrationrate,netmigration
Delta,29,1990,10_14,1308,53.2,697
Delta,29,1990,15_19,1562,16.9,264
Delta,29,1990,20_24,1524,-26.2,-400
Delta,29,1990,25_29,1296,-2.8,-36
Delta,29,1990,30_34,812,72.2,586
Delta,29,1990,35_39,1073,69.2,742
Delta,29,1990,40_44,1331,55.7,742
Delta,29,1990,45_49,1445,46.3,669
Delta,29,1990,50_54,1362,47.7,651
Delta,29,1990,55_59,1120,47.9,537
Delta,29,1990,60_64,1010,55,556
Delta,29,1990,65_69,917,64.4,591
Delta,29,1990,70_74,1031,25.9,267
Delta,29,2000,00_04,1768,2.8,50
Delta,29,2000,05_09,1634,14,228
Delta,29,2000,10_14,1665,17.7,295
Delta,29,2000,15_19,1800,5.5,100
Delta,29,2000,20_24,1982,-29.3,-581
Delta,29,2000,25_29,1827,-13.8,-252
Delta,29,2000,30_34,1129,37,417
Delta,29,2000,35_39,1240,27.8,345
Delta,29,2000,40_44,1393,22.8,318
Delta,29,2000,45_49,1782,20,356
Delta,29,2000,50_54,2021,20.3,411
Delta,29,2000,55_59,2025,20.6,417
Delta,29,2000,60_64,1853,27,501
Delta,29,2000,65_69,1429,34.3,490
Delta,29,2000,70_74,1296,17.4,225
Delta,29,2010,00_04,1412.05,0.21,3
Delta,29,2010,05_09,1600.4,8.72,140
Delta,29,2010,10_14,1828.55,2.21,40
Delta,29,2010,15_19,1875.11,-5.02,-94
Delta,29,2010,20_24,1956.96,-31.27,-612
Delta,29,2010,25_29,1867.87,-18.3,-342
Delta,29,2010,30_34,1361.23,13.35,182
Delta,29,2010,35_39,1540.91,10.78,166
Delta,29,2010,40_44,1520.99,11.84,180
Delta,29,2010,45_49,1538.53,2.18,33
Delta,29,2010,50_54,1657.34,4.51,75
Delta,29,2010,55_59,2024.51,12.97,262
Delta,29,2010,60_64,2228.98,19.2,428
Delta,29,2010,65_69,2192.51,27.25,597
Delta,29,2010,70_74,1982.74,14.59,289
Denver,31,1970,00_04,57048,-1.7,-987
Denver,31,1970,05_09,55263,-3.6,-1994
Denver,31,1970,10_14,58123,-6,-3525
Denver,31,1970,15_19,63788,0.1,90
Denver,31,1970,20_24,65236,23.6,15459
Denver,31,1970,25_29,63817,44.7,28588
Denver,31,1970,30_34,64970,21.8,14211
Denver,31,1970,35_39,52861,0.8,429
Denver,31,1970,40_44,39956,1.1,470
Denver,31,1970,45_49,36191,3.7,1362
Denver,31,1970,50_54,38388,0.4,190
Denver,31,1970,55_59,39490,-2.3,-938
Denver,31,1970,60_64,33076,-5.5,-1847
Denver,31,1970,65_69,27127,-8.2,-2227
Denver,31,1970,70_74,21392,-7.2,-1541
Denver,31,1980,00_04,43255,-14.8,-6400
Denver,31,1980,05_09,44376,-31.2,-13865
Denver,31,1980,10_14,33902,-27.1,-9194
Denver,31,1980,15_19,29275,-12.5,-3668
Denver,31,1980,20_24,28867,20,5798
Denver,31,1980,25_29,37641,30.5,11488
Denver,31,1980,30_34,55336,-9.3,-5143
Denver,31,1980,35_39,62253,-30.2,-18801
Denver,31,1980,40_44,46482,-25.2,-11745
Denver,31,1980,45_49,27837,-13.2,-3684
Denver,31,1980,50_54,20665,-7.2,-1492
Denver,31,1980,55_59,19917,-5.6,-1125
Denver,31,1980,60_64,21754,-7.5,-1647
Denver,31,1980,65_69,22040,-9.5,-2107
Denver,31,1980,70_74,17484,-9.7,-1704
Denver,31,1990,00_04,47272,-16.8,-7943
Denver,31,1990,05_09,43333,-19.2,-8346
Denver,31,1990,10_14,37425,-17.3,-6506
Denver,31,1990,15_19,30730,2.7,834
Denver,31,1990,20_24,24539,84.8,20810
Denver,31,1990,25_29,25540,138.2,35318
Denver,31,1990,30_34,34660,53.2,18444
Denver,31,1990,35_39,48284,-5,-2420
Denver,31,1990,40_44,48699,-14.7,-7167
Denver,31,1990,45_49,42106,-8.7,-3683
Denver,31,1990,50_54,33634,-1.8,-616
Denver,31,1990,55_59,23003,-0.6,-139
Denver,31,1990,60_64,17714,-2.2,-390
Denver,31,1990,65_69,16397,-7,-1159
Denver,31,1990,70_74,16280,-6.8,-1112
Denver,31,2000,00_04,55710,-17.9,-10012
Denver,31,2000,05_09,56828,-33.2,-18899
Denver,31,2000,10_14,39298,-22.7,-8933
Denver,31,2000,15_19,34717,-7.7,-2679
Denver,31,2000,20_24,30725,56.2,17279
Denver,31,2000,25_29,31467,112.2,35324
Denver,31,2000,30_34,45544,26.6,12155
Denver,31,2000,35_39,60473,-17.7,-10712
Denver,31,2000,40_44,53002,-22.8,-12101
Denver,31,2000,45_49,44857,-17.5,-7885
Denver,31,2000,50_54,39779,-9.7,-3881
Denver,31,2000,55_59,36168,-7.7,-2806
Denver,31,2000,60_64,30093,-7.2,-2188
Denver,31,2000,65_69,19756,-6.3,-1252
Denver,31,2000,70_74,14260,-5.8,-829
Denver,31,2010,00_04,48172.3,-16.02,-7719
Denver,31,2010,05_09,50121.5,-26.08,-13070
Denver,31,2010,10_14,45812.93,-17.75,-8134
Denver,31,2010,15_19,37940.52,-6.76,-2565
Denver,31,2010,20_24,29958.79,40.38,12098
Denver,31,2010,25_29,30952.72,169.98,52612
Denver,31,2010,30_34,46951.92,78.33,36777
Denver,31,2010,35_39,65810.58,2.28,1502
Denver,31,2010,40_44,56793.84,-9.31,-5286
Denver,31,2010,45_49,48453.12,-7.93,-3841
Denver,31,2010,50_54,39446.38,-2.1,-829
Denver,31,2010,55_59,34683.74,2.52,875
Denver,31,2010,60_64,32612.24,2.65,864
Denver,31,2010,65_69,29270.82,1.55,454
Denver,31,2010,70_74,23718.77,-2.54,-602
Dolores,33,1970,00_04,160,-4.3,-7
Dolores,33,1970,05_09,113,10.6,12
Dolores,33,1970,10_14,135,6.6,9
Dolores,33,1970,15_19,168,-10.1,-17
Dolores,33,1970,20_24,207,-36.2,-75
Dolores,33,1970,25_29,199,-37.6,-75
Dolores,33,1970,30_34,84,32.1,27
Dolores,33,1970,35_39,92,6.5,6
Dolores,33,1970,40_44,92,7.6,7
Dolores,33,1970,45_49,85,-4.7,-4
Dolores,33,1970,50_54,94,10.6,10
Dolores,33,1970,55_59,103,-19.4,-20
Dolores,33,1970,60_64,93,-1,-1
Dolores,33,1970,65_69,64,1.5,1
Dolores,33,1970,70_74,66,-18.1,-12
Dolores,33,1980,00_04,115,-6.7,-7
Dolores,33,1980,05_09,157,-28.9,-45
Dolores,33,1980,10_14,153,-10.3,-15
Dolores,33,1980,15_19,127,-27.2,-34
Dolores,33,1980,20_24,148,-51,-75
Dolores,33,1980,25_29,153,-39.3,-60
Dolores,33,1980,30_34,130,-6.7,-8
Dolores,33,1980,35_39,123,-7,-8
Dolores,33,1980,40_44,109,-11.1,-12
Dolores,33,1980,45_49,96,-5.7,-5
Dolores,33,1980,50_54,95,-15.7,-14
Dolores,33,1980,55_59,77,21.3,16
Dolores,33,1980,60_64,94,-10.8,-10
Dolores,33,1980,65_69,71,-3.8,-2
Dolores,33,1980,70_74,72,-6.3,-4
Dolores,33,1990,00_04,94,1.3,1
Dolores,33,1990,05_09,81,37.2,30
Dolores,33,1990,10_14,107,14.7,15
Dolores,33,1990,15_19,108,9.2,10
Dolores,33,1990,20_24,134,-39.7,-53
Dolores,33,1990,25_29,92,-10.4,-9
Dolores,33,1990,30_34,70,65.6,46
Dolores,33,1990,35_39,87,34.3,30
Dolores,33,1990,40_44,116,44.2,51
Dolores,33,1990,45_49,108,47.4,51
Dolores,33,1990,50_54,92,46.8,43
Dolores,33,1990,55_59,87,31.3,27
Dolores,33,1990,60_64,69,51.8,36
Dolores,33,1990,65_69,89,0.2,0
Dolores,33,1990,70_74,68,22.6,15
Dolores,33,2000,00_04,144,-2.6,-3
Dolores,33,2000,05_09,104,21.2,22
Dolores,33,2000,10_14,94,32.7,31
Dolores,33,2000,15_19,109,-9.6,-10
Dolores,33,2000,20_24,123,-37.4,-46
Dolores,33,2000,25_29,117,-11.9,-13
Dolores,33,2000,30_34,79,40.2,32
Dolores,33,2000,35_39,81,53.1,43
Dolores,33,2000,40_44,117,17,19
Dolores,33,2000,45_49,116,15.5,18
Dolores,33,2000,50_54,162,7.9,12
Dolores,33,2000,55_59,150,3.6,5
Dolores,33,2000,60_64,123,31.2,38
Dolores,33,2000,65_69,96,38.5,37
Dolores,33,2000,70_74,83,14.3,12
Dolores,33,2010,00_04,71.08,19.58,14
Dolores,33,2010,05_09,89.92,51.24,46
Dolores,33,2010,10_14,142.17,-0.82,-1
Dolores,33,2010,15_19,126.61,2.67,3
Dolores,33,2010,20_24,123.17,-18.81,-23
Dolores,33,2010,25_29,99.02,-1.03,-1
Dolores,33,2010,30_34,72.59,55.68,40
Dolores,33,2010,35_39,100.65,44.07,44
Dolores,33,2010,40_44,109.84,10.16,11
Dolores,33,2010,45_49,122.38,2.95,4
Dolores,33,2010,50_54,135.98,8.11,11
Dolores,33,2010,55_59,132.03,21.94,29
Dolores,33,2010,60_64,168.92,39.71,67
Dolores,33,2010,65_69,142.18,19.57,28
Dolores,33,2010,70_74,143.57,19.81,28
Douglas,35,1970,00_04,1307,45.6,597
Douglas,35,1970,05_09,680,244.7,1664
Douglas,35,1970,10_14,641,352.7,2261
Douglas,35,1970,15_19,960,140.7,1351
Douglas,35,1970,20_24,1139,7.1,81
Douglas,35,1970,25_29,856,118.4,1014
Douglas,35,1970,30_34,361,618.2,2232
Douglas,35,1970,35_39,448,502,2249
Douglas,35,1970,40_44,627,224,1405
Douglas,35,1970,45_49,594,152,903
Douglas,35,1970,50_54,565,112.3,635
Douglas,35,1970,55_59,486,97.5,474
Douglas,35,1970,60_64,387,78.2,303
Douglas,35,1970,65_69,334,30.2,101
Douglas,35,1970,70_74,212,39.1,83
Douglas,35,1980,00_04,4489,33.8,1517
Douglas,35,1980,05_09,2457,130.7,3213
Douglas,35,1980,10_14,1914,154.3,2955
Douglas,35,1980,15_19,2347,57.7,1355
Douglas,35,1980,20_24,2881,-24.3,-700
Douglas,35,1980,25_29,2302,118.8,2737
Douglas,35,1980,30_34,1245,491.4,6118
Douglas,35,1980,35_39,1875,282.6,5301
Douglas,35,1980,40_44,2563,143.9,3691
Douglas,35,1980,45_49,2632,63.8,1679
Douglas,35,1980,50_54,1949,44.5,868
Douglas,35,1980,55_59,1403,35.3,495
Douglas,35,1980,60_64,1077,37.2,401
Douglas,35,1980,65_69,813,30.5,248
Douglas,35,1980,70_74,539,23.2,125
Douglas,35,1990,00_04,12379,41,5078
Douglas,35,1990,05_09,7262,131,9519
Douglas,35,1990,10_14,6009,136.2,8186
Douglas,35,1990,15_19,5617,77.1,4333
Douglas,35,1990,20_24,4780,12.7,611
Douglas,35,1990,25_29,3679,210.9,7762
Douglas,35,1990,30_34,2127,689.2,14662
Douglas,35,1990,35_39,4899,301.6,14779
Douglas,35,1990,40_44,7112,153.9,10948
Douglas,35,1990,45_49,6952,107.2,7454
Douglas,35,1990,50_54,6093,90.7,5532
Douglas,35,1990,55_59,4170,76.9,3208
Douglas,35,1990,60_64,2673,57.6,1541
Douglas,35,1990,65_69,1714,57.7,989
Douglas,35,1990,70_74,1222,66.3,810
Douglas,35,2000,00_04,19794,13.9,2761
Douglas,35,2000,05_09,19183,40.1,7705
Douglas,35,2000,10_14,17546,42,7371
Douglas,35,2000,15_19,16831,10.6,1790
Douglas,35,2000,20_24,14219,-29.2,-4161
Douglas,35,2000,25_29,10060,41.6,4189
Douglas,35,2000,30_34,5407,251.5,13601
Douglas,35,2000,35_39,11413,118.4,13520
Douglas,35,2000,40_44,16935,57,9665
Douglas,35,2000,45_49,19722,29.1,5757
Douglas,35,2000,50_54,18008,20,3618
Douglas,35,2000,55_59,14188,18.1,2572
Douglas,35,2000,60_64,11175,19.8,2215
Douglas,35,2000,65_69,6803,22.5,1535
Douglas,35,2000,70_74,3707,30.9,1147
Douglas,35,2010,00_04,17141.86,15.64,2680
Douglas,35,2010,05_09,17268.66,35.77,6176
Douglas,35,2010,10_14,22859.04,22.85,5223
Douglas,35,2010,15_19,27211.11,-1.23,-335
Douglas,35,2010,20_24,24910.46,-24.89,-6200
Douglas,35,2010,25_29,18384.61,4.27,785
Douglas,35,2010,30_34,9768.18,123.49,12063
Douglas,35,2010,35_39,14020.42,87,12198
Douglas,35,2010,40_44,18870.41,40.86,7710
Douglas,35,2010,45_49,24683.71,16.93,4178
Douglas,35,2010,50_54,26340.61,3.22,847
Douglas,35,2010,55_59,25113.4,0.32,81
Douglas,35,2010,60_64,20944.17,-0.24,-50
Douglas,35,2010,65_69,15901.06,2.13,338
Douglas,35,2010,70_74,12127.31,6.59,799
Eagle,37,1970,00_04,1046,-13.2,-139
Eagle,37,1970,05_09,844,-12.3,-104
Eagle,37,1970,10_14,834,-8.1,-68
Eagle,37,1970,15_19,838,17.6,148
Eagle,37,1970,20_24,808,163.4,1321
Eagle,37,1970,25_29,661,296.5,1960
Eagle,37,1970,30_34,715,175.1,1252
Eagle,37,1970,35_39,728,37.5,273
Eagle,37,1970,40_44,522,17,89
Eagle,37,1970,45_49,392,-5.8,-23
Eagle,37,1970,50_54,399,7.2,29
Eagle,37,1970,55_59,387,-11.3,-44
Eagle,37,1970,60_64,317,-30.2,-96
Eagle,37,1970,65_69,246,-33.3,-82
Eagle,37,1970,70_74,176,-35.7,-63
Eagle,37,1980,00_04,1890,9.1,172
Eagle,37,1980,05_09,1750,-0.9,-16
Eagle,37,1980,10_14,910,45,410
Eagle,37,1980,15_19,743,37.8,281
Eagle,37,1980,20_24,779,131.1,1022
Eagle,37,1980,25_29,1011,187,1892
Eagle,37,1980,30_34,2122,52.7,1120
Eagle,37,1980,35_39,2581,10.5,272
Eagle,37,1980,40_44,1925,2.9,57
Eagle,37,1980,45_49,974,12.7,124
Eagle,37,1980,50_54,586,20.6,121
Eagle,37,1980,55_59,347,37.6,130
Eagle,37,1980,60_64,384,-2.8,-11
Eagle,37,1980,65_69,289,5.1,14
Eagle,37,1980,70_74,172,1.2,2
Eagle,37,1990,00_04,2976,3.9,117
Eagle,37,1990,05_09,2171,30.8,669
Eagle,37,1990,10_14,2099,23.9,503
Eagle,37,1990,15_19,1755,33.3,585
Eagle,37,1990,20_24,1301,203.2,2645
Eagle,37,1990,25_29,1029,398.2,4098
Eagle,37,1990,30_34,1827,160.9,2941
Eagle,37,1990,35_39,2898,43.6,1265
Eagle,37,1990,40_44,3214,24.8,797
Eagle,37,1990,45_49,2847,20.2,576
Eagle,37,1990,50_54,1987,29.9,596
Eagle,37,1990,55_59,1105,46.3,512
Eagle,37,1990,60_64,690,38.8,268
Eagle,37,1990,65_69,452,23.7,107
Eagle,37,1990,70_74,340,-2.4,-8
Eagle,37,2000,00_04,4416,-7.3,-325
Eagle,37,2000,05_09,3938,-2.9,-117
Eagle,37,2000,10_14,3080,7.6,234
Eagle,37,2000,15_19,2810,-2.1,-60
Eagle,37,2000,20_24,2546,36.5,930
Eagle,37,2000,25_29,2296,123.6,2839
Eagle,37,2000,30_34,3848,24.2,932
Eagle,37,2000,35_39,4972,-4.9,-246
Eagle,37,2000,40_44,4664,-5.8,-271
Eagle,37,2000,45_49,4037,-2.8,-116
Eagle,37,2000,50_54,3852,-3.7,-142
Eagle,37,2000,55_59,3261,-7.1,-232
Eagle,37,2000,60_64,2421,1.7,43
Eagle,37,2000,65_69,1476,0.5,8
Eagle,37,2000,70_74,869,-17,-148
Eagle,37,2010,00_04,2935.06,-0.44,-13
Eagle,37,2010,05_09,3276.25,-8.13,-266
Eagle,37,2010,10_14,4103.41,-6.15,-252
Eagle,37,2010,15_19,3836.01,-12.23,-469
Eagle,37,2010,20_24,3296.91,-15.41,-508
Eagle,37,2010,25_29,2681.52,51.44,1379
Eagle,37,2010,30_34,3414.98,28.38,969
Eagle,37,2010,35_39,5094.55,-13.04,-665
Eagle,37,2010,40_44,4735.1,-8.51,-403
Eagle,37,2010,45_49,4667.61,-7.9,-369
Eagle,37,2010,50_54,4333.07,-7.11,-308
Eagle,37,2010,55_59,3854.95,-4.64,-179
Eagle,37,2010,60_64,3599.82,-2.83,-102
Eagle,37,2010,65_69,2867.48,0.09,3
Eagle,37,2010,70_74,2313.98,-7.48,-173
Elbert,39,1970,00_04,436,31.1,136
Elbert,39,1970,05_09,264,138.6,366
Elbert,39,1970,10_14,257,159.5,410
Elbert,39,1970,15_19,420,43.5,183
Elbert,39,1970,20_24,482,-24.2,-117
Elbert,39,1970,25_29,346,70.8,245
Elbert,39,1970,30_34,173,319,552
Elbert,39,1970,35_39,193,223.3,431
Elbert,39,1970,40_44,233,84.1,196
Elbert,39,1970,45_49,236,24.1,57
Elbert,39,1970,50_54,220,22.7,50
Elbert,39,1970,55_59,182,36.2,66
Elbert,39,1970,60_64,202,20.2,41
Elbert,39,1970,65_69,205,-2.4,-5
Elbert,39,1970,70_74,185,-0.5,-1
Elbert,39,1980,00_04,633,15,95
Elbert,39,1980,05_09,606,57.2,347
Elbert,39,1980,10_14,580,52.1,302
Elbert,39,1980,15_19,631,3.2,20
Elbert,39,1980,20_24,673,-54.1,-364
Elbert,39,1980,25_29,600,7.1,42
Elbert,39,1980,30_34,381,154.9,590
Elbert,39,1980,35_39,601,90,541
Elbert,39,1980,40_44,717,31.3,225
Elbert,39,1980,45_49,608,7.4,45
Elbert,39,1980,50_54,412,13.4,55
Elbert,39,1980,55_59,277,30.5,84
Elbert,39,1980,60_64,245,30.5,75
Elbert,39,1980,65_69,211,9.4,19
Elbert,39,1980,70_74,190,-2,-3
Elbert,39,1990,00_04,1004,34.8,350
Elbert,39,1990,05_09,713,138,984
Elbert,39,1990,10_14,743,153.6,1142
Elbert,39,1990,15_19,954,61.4,586
Elbert,39,1990,20_24,882,-28,-247
Elbert,39,1990,25_29,655,18,118
Elbert,39,1990,30_34,301,312.3,942
Elbert,39,1990,35_39,615,236.5,1455
Elbert,39,1990,40_44,929,161.8,1504
Elbert,39,1990,45_49,1105,77,852
Elbert,39,1990,50_54,916,68.2,625
Elbert,39,1990,55_59,615,58.9,362
Elbert,39,1990,60_64,433,40.3,174
Elbert,39,1990,65_69,314,37.7,118
Elbert,39,1990,70_74,272,13.3,36
Elbert,39,2000,00_04,980,21.6,212
Elbert,39,2000,05_09,1101,47.5,523
Elbert,39,2000,10_14,1349,40.2,543
Elbert,39,2000,15_19,1681,1.7,28
Elbert,39,2000,20_24,1874,-58.5,-1098
Elbert,39,2000,25_29,1536,-52.4,-805
Elbert,39,2000,30_34,628,47.6,299
Elbert,39,2000,35_39,760,73,555
Elbert,39,2000,40_44,1232,55.7,687
Elbert,39,2000,45_49,2037,23.4,477
Elbert,39,2000,50_54,2384,6,145
Elbert,39,2000,55_59,1869,12,225
Elbert,39,2000,60_64,1450,10,145
Elbert,39,2000,65_69,887,7.2,63
Elbert,39,2000,70_74,507,5.6,28
Elbert,39,2010,00_04,1027.19,13.32,137
Elbert,39,2010,05_09,835.07,66.69,557
Elbert,39,2010,10_14,1204.54,49.52,596
Elbert,39,2010,15_19,1641.59,7.58,124
Elbert,39,2010,20_24,1892.72,-34.75,-658
Elbert,39,2010,25_29,1688.08,-34.72,-586
Elbert,39,2010,30_34,746.57,71.32,532
Elbert,39,2010,35_39,714.17,114.93,821
Elbert,39,2010,40_44,913.39,70.57,645
Elbert,39,2010,45_49,1281.71,41.76,535
Elbert,39,2010,50_54,1884.51,6.87,129
Elbert,39,2010,55_59,2460.62,2.33,57
Elbert,39,2010,60_64,2429.42,-2.69,-65
Elbert,39,2010,65_69,1962.94,-6.47,-127
Elbert,39,2010,70_74,1433.85,-8.5,-122
El Paso,41,1970,00_04,28319,-12.3,-3489
El Paso,41,1970,05_09,27690,-12.2,-3401
El Paso,41,1970,10_14,21408,15.5,3339
El Paso,41,1970,15_19,24937,28.4,7083
El Paso,41,1970,20_24,25042,53.9,13509
El Paso,41,1970,25_29,22220,39.9,8870
El Paso,41,1970,30_34,36532,-25.2,-9239
El Paso,41,1970,35_39,17954,14.7,2647
El Paso,41,1970,40_44,14541,16.3,2380
El Paso,41,1970,45_49,14499,10.5,1524
El Paso,41,1970,50_54,12496,9,1128
El Paso,41,1970,55_59,11192,11.5,1292
El Paso,41,1970,60_64,8804,11.4,1004
El Paso,41,1970,65_69,6266,17.6,1108
El Paso,41,1970,70_74,4563,20,913
El Paso,41,1980,00_04,37346,-5.2,-1968
El Paso,41,1980,05_09,31802,2.1,699
El Paso,41,1980,10_14,24785,14.2,3539
El Paso,41,1980,15_19,24363,17.4,4249
El Paso,41,1980,20_24,24931,41.9,10462
El Paso,41,1980,25_29,31989,26.3,8436
El Paso,41,1980,30_34,38328,4.3,1673
El Paso,41,1980,35_39,30775,13.1,4062
El Paso,41,1980,40_44,26852,10.6,2872
El Paso,41,1980,45_49,20072,8.2,1657
El Paso,41,1980,50_54,16176,3.8,617
El Paso,41,1980,55_59,15008,2.4,363
El Paso,41,1980,60_64,12254,5.1,636
El Paso,41,1980,65_69,10678,8.3,889
El Paso,41,1980,70_74,7715,9.4,727
El Paso,41,1990,00_04,38912,4.2,1657
El Paso,41,1990,05_09,37065,9.7,3602
El Paso,41,1990,10_14,35436,12.2,4332
El Paso,41,1990,15_19,32289,16.8,5427
El Paso,41,1990,20_24,27855,37.2,10375
El Paso,41,1990,25_29,28474,34.9,9953
El Paso,41,1990,30_34,35313,9.2,3261
El Paso,41,1990,35_39,39892,16,6385
El Paso,41,1990,40_44,39104,14.9,5848
El Paso,41,1990,45_49,34146,11.4,3923
El Paso,41,1990,50_54,29185,6.5,1906
El Paso,41,1990,55_59,21092,3.9,836
El Paso,41,1990,60_64,15862,1.8,289
El Paso,41,1990,65_69,13722,2.3,321
El Paso,41,1990,70_74,10744,2.6,284
El Paso,41,2000,00_04,43030,9.1,3927
El Paso,41,2000,05_09,41808,8.9,3746
El Paso,41,2000,10_14,40544,11.5,4690
El Paso,41,2000,15_19,40557,12.3,5010
El Paso,41,2000,20_24,39517,24.5,9702
El Paso,41,2000,25_29,37838,24.7,9352
El Paso,41,2000,30_34,38492,7,2708
El Paso,41,2000,35_39,38121,6.9,2639
El Paso,41,2000,40_44,38479,6.8,2623
El Paso,41,2000,45_49,45485,4.5,2062
El Paso,41,2000,50_54,43814,2.7,1204
El Paso,41,2000,55_59,36602,1.2,463
El Paso,41,2000,60_64,28945,2.7,783
El Paso,41,2000,65_69,19450,5.1,1009
El Paso,41,2000,70_74,13614,7.2,980
El Paso,41,2010,00_04,46278.59,0.83,383
El Paso,41,2010,05_09,45657.33,5.6,2558
El Paso,41,2010,10_14,47373.08,5.71,2706
El Paso,41,2010,15_19,45868.07,7.79,3575
El Paso,41,2010,20_24,44936.81,27.44,12330
El Paso,41,2010,25_29,44598.26,34.99,15603
El Paso,41,2010,30_34,47825.49,18.59,8893
El Paso,41,2010,35_39,46186.27,14.11,6515
El Paso,41,2010,40_44,40357.7,10,4035
El Paso,41,2010,45_49,39669.13,6.11,2422
El Paso,41,2010,50_54,39795.42,2.09,832
El Paso,41,2010,55_59,45498.17,-1.09,-494
El Paso,41,2010,60_64,41809.78,-1.48,-621
El Paso,41,2010,65_69,33502.28,0.84,283
El Paso,41,2010,70_74,25746.41,3.27,843
Fremont,43,1970,00_04,1777,5.9,105
Fremont,43,1970,05_09,1529,25.7,393
Fremont,43,1970,10_14,1432,55.5,796
Fremont,43,1970,15_19,1831,31.6,580
Fremont,43,1970,20_24,2031,2.7,55
Fremont,43,1970,25_29,1759,37.1,653
Fremont,43,1970,30_34,1243,77.3,962
Fremont,43,1970,35_39,1286,28.8,371
Fremont,43,1970,40_44,1134,26,295
Fremont,43,1970,45_49,1239,10.9,136
Fremont,43,1970,50_54,1191,15.7,187
Fremont,43,1970,55_59,1061,36.6,389
Fremont,43,1970,60_64,1057,36.5,386
Fremont,43,1970,65_69,1007,48.4,488
Fremont,43,1970,70_74,963,45.2,436
Fremont,43,1980,00_04,1828,2.7,49
Fremont,43,1980,05_09,1919,11.4,220
Fremont,43,1980,10_14,1865,16.4,306
Fremont,43,1980,15_19,1916,0.5,10
Fremont,43,1980,20_24,2194,-21,-462
Fremont,43,1980,25_29,2371,2.5,59
Fremont,43,1980,30_34,2041,36.6,747
Fremont,43,1980,35_39,2365,11.4,270
Fremont,43,1980,40_44,2152,9.3,202
Fremont,43,1980,45_49,1604,10.7,172
Fremont,43,1980,50_54,1361,13.2,180
Fremont,43,1980,55_59,1282,23.6,303
Fremont,43,1980,60_64,1224,38.7,474
Fremont,43,1980,65_69,1222,44.6,545
Fremont,43,1980,70_74,1119,34.7,389
Fremont,43,1990,00_04,2188,6.2,136
Fremont,43,1990,05_09,1798,46.8,843
Fremont,43,1990,10_14,1880,54.9,1033
Fremont,43,1990,15_19,2128,21,447
Fremont,43,1990,20_24,2131,17.3,368
Fremont,43,1990,25_29,1912,75.8,1450
Fremont,43,1990,30_34,1708,113.9,1946
Fremont,43,1990,35_39,2355,82.2,1937
Fremont,43,1990,40_44,2680,56.9,1526
Fremont,43,1990,45_49,2548,42.3,1079
Fremont,43,1990,50_54,2263,34.4,779
Fremont,43,1990,55_59,1685,42.2,712
Fremont,43,1990,60_64,1364,45.3,619
Fremont,43,1990,65_69,1347,38.7,522
Fremont,43,1990,70_74,1316,26.5,349
Fremont,43,2000,00_04,2176,0.7,17
Fremont,43,2000,05_09,2064,7,144
Fremont,43,2000,10_14,2311,2.7,63
Fremont,43,2000,15_19,2616,-9.4,-246
Fremont,43,2000,20_24,2880,-14.6,-422
Fremont,43,2000,25_29,2574,29.2,753
Fremont,43,2000,30_34,2511,26.4,664
Fremont,43,2000,35_39,3347,-3.7,-125
Fremont,43,2000,40_44,3660,-9.7,-357
Fremont,43,2000,45_49,4223,-10.2,-434
Fremont,43,2000,50_54,4065,-9.1,-372
Fremont,43,2000,55_59,3454,0.6,23
Fremont,43,2000,60_64,2751,15.8,436
Fremont,43,2000,65_69,2044,27.8,569
Fremont,43,2000,70_74,1605,20,322
Fremont,43,2010,00_04,1916.04,2.92,56
Fremont,43,2010,05_09,1815.57,17.37,315
Fremont,43,2010,10_14,2210.44,7.67,170
Fremont,43,2010,15_19,2227.76,1.09,24
Fremont,43,2010,20_24,2363.36,3.5,83
Fremont,43,2010,25_29,2328.94,45.9,1069
Fremont,43,2010,30_34,2385.19,46.53,1110
Fremont,43,2010,35_39,3287.89,7,230
Fremont,43,2010,40_44,3148.04,-0.7,-22
Fremont,43,2010,45_49,3161.55,-2.33,-74
Fremont,43,2010,50_54,3203.1,-2.41,-77
Fremont,43,2010,55_59,3581.54,-2.36,-85
Fremont,43,2010,60_64,3353.88,9.37,314
Fremont,43,2010,65_69,3014.12,17.98,542
Fremont,43,2010,70_74,2663.88,11.3,301
Garfield,45,1970,00_04,1684,11.4,192
Garfield,45,1970,05_09,1300,28.6,372
Garfield,45,1970,10_14,1155,47.7,552
Garfield,45,1970,15_19,1431,36.1,517
Garfield,45,1970,20_24,1587,41.3,657
Garfield,45,1970,25_29,1460,79.1,1155
Garfield,45,1970,30_34,977,132.6,1296
Garfield,45,1970,35_39,942,67.7,638
Garfield,45,1970,40_44,847,44.2,375
Garfield,45,1970,45_49,799,25.4,203
Garfield,45,1970,50_54,851,11.9,102
Garfield,45,1970,55_59,812,5.2,43
Garfield,45,1970,60_64,785,-1.7,-14
Garfield,45,1970,65_69,716,-6.7,-48
Garfield,45,1970,70_74,559,-1.9,-11
Garfield,45,1980,00_04,2175,16.5,360
Garfield,45,1980,05_09,2576,2.6,68
Garfield,45,1980,10_14,1873,16.8,314
Garfield,45,1980,15_19,1671,10.1,169
Garfield,45,1980,20_24,1692,3.3,57
Garfield,45,1980,25_29,1936,33,640
Garfield,45,1980,30_34,2233,40,894
Garfield,45,1980,35_39,2581,20.7,534
Garfield,45,1980,40_44,2228,13.1,292
